Note,Description,Date,nombre_good_bad,nombre_follow,key
"5,0","Une critique de trois lignes suffit: histoire magnifique et jamais à bout de souffle, jeux d'acteurs à toutes épreuves, aucune longueur, le film se regarde sans douleur aussi bien en français qu'en anglais. Un grand classique, à voir absolument!",Publiée le 19 juillet 2014,"0
        

    

    
    
                    
                            

        
                                                                    
        
        
        
                    
                    
        
        
            0",Suivre son activité,5
"5,0","Forrest Gump restera toujours un film culte. Un scénario inédit et touchant, un Tom Hanks grandiose: rien à redire!",Publiée le 27 février 2009,"0
        

    

    
    
                    
                            

        
                                                                    
        
        
        
                    
                    
        
        
            0",Suivre son activité,6
"5,0","Un des plus beaux films de tout les temps ! Tellement plus profond que la première lecture que nous pouvons avoir, le film défend tellement de beaux messages : L'amour, l'entraide ou encore la résilience. On en voudrait plus du même genre !",Publiée le 17 juillet 2019,"0
        

    

    
    
                    
                            

        
                                                                    
        
        
        
                    
                    
        
        
            0",Suivre son activité,7
"5,0",Encore un film dont je ne me lasse pas de regarder. C'est beau. C'est simple. C'est Forrest. J'aime.,Publiée le 30 mai 2011,"0
        

    

    
    
                    
                            

        
                                                                    
        
        
        
                    
                    
        
        
            0",Suivre son activité,8
"5,0","Probablement le plus beau film jamais réalisés dans l'histoire du cinéma: une histoire extraordinaire, émouvante, des images magnifiques et des acteurs époustouflants.
Tom Hanks joue merveilleusement bien avec simplicité et émotion.
En conclusion, un film culte à voir absolument",Publiée le 19 mai 2007,"0
        

    

    
    
                    
                            

        
                                                                    
        
        
        
                    
                    
        
        
            0",Suivre son activité,9
"5,0","Difficile de ne pas apprécier ce film. Un handicapé attachant, une aventure rocambolesque, un acteur magistral",Publiée le 9 octobre 2011,"0
        

    

    
    
                    
                            

        
                                                                    
        
        
        
                    
                    
        
        
            0",Suivre son activité,10
"5,0","Pas besoin d'épiloguer. Tout est parfait, Tom hanks extraordinaire et oscarisé. Un des meilleurs que j'ai pu voir dans ma vie. A voir au moins une fois dans sa vie ou à posseder. Le chef d'oeuvre absolu de Mr Zemeckis.",Publiée le 16 avril 2011,"0
        

    

    
    
                    
                            

        
                                                                    
        
        
        
                    
                    
        
        
            0",Suivre son activité,11
"5,0",vive le lieutenant Dan!!!,Publiée le 1 février 2010,"0
        

    

    
    
                    
                            

        
                                                                    
        
        
        
                    
                    
        
        
            0",Suivre son activité,12
"5,0","Forrest Gump est une petite perle cinématographique, un film plein d'émotion, d'humour et de rébondissement. Le scénario met un scéne la vie d'un homme qui QI plutôt faible tout en retraçant l'histoire moderne des USA. Les acteurs sont au meilleur de leurs formes, mention spéciale pour Tom Hanks qui est réellement époustouflant. Un film dont je ne me lasse pas, et que je recommande vivement.",Publiée le 3 septembre 2009,"0
        

    

    
    
                    
                            

        
                                                                    
        
        
        
                    
                    
        
        
            0",Suivre son activité,13
"4,5","magique, formidable.
Pour moi c'est un film que je peux voir encore et encore.
Le truc dans le film que je retiens le plus c'est pas que tout est possible, ... mais l'histoire d'amour",Publiée le 29 mai 2014,"0
        

    

    
    
                    
                            

        
                                                                    
        
        
        
                    
                    
        
        
            0",Suivre son activité,0
"5,0","Ce film est simplement génial, Tom Hanks est superbe... What else ?",Publiée le 1 septembre 2011,"0
        

    

    
    
                    
                            

        
                                                                    
        
        
        
                    
                    
        
        
            0",Suivre son activité,1
"5,0","L'un des plus beau films que j'ai vu.
Un film avec un grand F!",Publiée le 5 novembre 2007,"0
        

    

    
    
                    
                            

        
                                                                    
        
        
        
                    
                    
        
        
            0",Suivre son activité,2
"5,0","Quel film , une véritable leçon de vie sur la tolérance , fabuleux !",Publiée le 3 août 2010,"0
        

    

    
    
                    
                            

        
                                                                    
        
        
        
                    
                    
        
        
            0",Suivre son activité,3
"5,0","Un film extraordinaire à tout point de vue. Très émouvant par moment, ""Forest Gump"" ne laisse pas indifférent et marque pour très longtemps l'esprit du spectateur. Tom Hanks interpréte son meilleur rôle et par son interprétation magistral fait de Forrest un des personnages les plus attachant de l'histoire du cinéma. Un chef d'oeuvre qui faut voir, puis revoir et revoir encore.",Publiée le 9 mars 2012,"0
        

    

    
    
                    
                            

        
                                                                    
        
        
        
                    
                    
        
        
            0",Suivre son activité,4
"4,0","C'est sûrement l'un des films américains les plus touchant ; Rien qu'avec Tom Hanks qui joue à la perfection un homme naïf, et bête sans tombé dans le ridicule. Avec son jeu et son personnage il nous emmène dans son monde qu'il croit bon, et c'est ce qui nous touche profondément le spectateur. Quand aux personnages qu'ils croisent au fur et à mesure de ses péripéties, ils nous montrent les différents travers de ce monde, qui ne perturbent en aucun cas les principes du protagoniste, ce qui donne cette touche d'humour et d'émotions à chaque séquence. On pourrait résumer ce film en disant qu'en fin de compte, c'est une lueur d'espoir dans un monde froid et individualiste.",Publiée le 18 novembre 2012,"0
        

    

    
    
                    
                            

        
                                                                    
        
        
        
                    
                    
        
        
            0",Suivre son activité,5
"5,0","Un film drole et émouvent qui se lit un peu comme la légende dorée d'un ""innocent aux mains pleines"":les miracles se succédent et la bonté finit toujours par triompher.Forrest Gump est un peu à la société méritocratique ce que Cendrillon a été à la société monarchique:un conte de fées pour faire rever les pauvres,cocasserie et effets spéciaux en plus.",Publiée le 25 novembre 2006,"0
        

    

    
    
                    
                            

        
                                                                    
        
        
        
                    
                    
        
        
            0",Suivre son activité,6
"5,0","Formidable !
Scénario, prestation des acteurs, mise en scène, effets spéciaux ! Un grand film !!!
Forrest Gump, on ne peut qu’aimer !",Publiée le 23 septembre 2018,"0
        

    

    
    
                    
                            

        
                                                                    
        
        
        
                    
                    
        
        
            0",Suivre son activité,7
"4,0","Un bon film est une belle histoire de mon point de vue, ce film est donc une belle histoire et de ce fait un bon film. Acteurs - image - photo - direction et scénario avec un grand S.
Une réussite.",Publiée le 5 avril 2008,"0
        

    

    
    
                    
                            

        
                                                                    
        
        
        
                    
                    
        
        
            0",Suivre son activité,8
"5,0","Un film inimitable qui pourrait à lui seul satisfaire la carrière de n'importe quel acteur ou réalisateur. Beaucoup d'étonnement, de surprise à tous les coins de scènes. Une explosion de larmes à la fin.",Publiée le 17 janvier 2010,"0
        

    

    
    
                    
                            

        
                                                                    
        
        
        
                    
                    
        
        
            0",Suivre son activité,9
"5,0",Tout simplement un classique. Tom Hanks énorme. On passe du rire aux larmes tout au long du film en suivant l'évolution de ce petit garçon puis cet homme à qui il arrive tout un tas de choses.,Publiée le 19 juillet 2016,"0
        

    

    
    
                    
                            

        
                                                                    
        
        
        
                    
                    
        
        
            0",Suivre son activité,10
"5,0","Ce film est génial, tout simplement. On ne s'en lasse pas.",Publiée le 7 novembre 2012,"0
        

    

    
    
                    
                            

        
                                                                    
        
        
        
                    
                    
        
        
            0",Suivre son activité,11
"1,0","Non, ce film n'est pas un ""nanar"", il est pire que cela : même pas drole.
C'est ce genre de films interminables qui courent partout pour n'aller nulle part, comme son héros. 
C'est long, trrrrés long. C'est niais aussi, remarquablement. 
A conseiller sans réserve à ceux qui n'aiment pas le cinema.
1 point pour la photo.",Publiée le 8 juin 2020,"0
        

    

    
    
                    
                            

        
                                                                    
        
        
        
                    
                    
        
        
            1",Suivre son activité,0
"5,0","Ce film est absolument bouleversant : il est magnifiquement bien interprété et l'histoire est très belle. La musique de Silvestri rend les les larmes plus difficiles à ne pas couler. C'est, selon moi, un des films qu'il faut avoir vu dans sa vie, ou au moins le film avec Hanks qu'il faut avoir vu dans sa vie.",Publiée le 11 février 2015,"0
        

    

    
    
                    
                            

        
                                                                    
        
        
        
                    
                    
        
        
            0",Suivre son activité,1
"4,5","tendre, adorable, à revoir et à re-revoir.. ne vieillira jamais.
l'histoire de ce simple d'esprit qui traverse l'histoire avec sa naïveté est excellente.",Publiée le 19 février 2015,"0
        

    

    
    
                    
                            

        
                                                                    
        
        
        
                    
                    
        
        
            5",Suivre son activité,2
"5,0","Un film sublime ou la mise en scene et la réalisation sont bien plus qu'a la hauteur, ils sont tout simplement monumentale! Je ne parle pas de Tom Hanks sans qui le film aurait sans doute était autre chose... Tom hanks est grandiose, son meilleur film de loin! Vraiment ce film est un chef d'oeuvre du dramatique, si chaque film de drame était ainsi je serai surement plus souvent émus... a voir obligatoirement",Publiée le 21 octobre 2006,"0
        

    

    
    
                    
                            

        
                                                                    
        
        
        
                    
                    
        
        
            0",Suivre son activité,3
"5,0","un élan de sentiment,une vie fascinante et insouciante...un film parfait pour un tom hanks au sommet",Publiée le 2 février 2010,"0
        

    

    
    
                    
                            

        
                                                                    
        
        
        
                    
                    
        
        
            0",Suivre son activité,4
"4,5",Un très bon film qui incruste le personnage de Forrest Gump à la perfection dans l'histoire américaine. Les scenes d'images d'archives son très bien réalisées pour l'époque.,Publiée le 22 septembre 2011,"0
        

    

    
    
                    
                            

        
                                                                    
        
        
        
                    
                    
        
        
            0",Suivre son activité,5
"5,0","Magnifique!! Tom Hanks est fantastique dans ce rôle de Forrest Gump, un homme un peu simplet, mais au grand coeur, qui réussit tout ce qu'il entreprend en toute circonstance (guerre du vietnam,pêche, marathon, course, football,ping pong...), qui rencontre des personnages historiques (J.Kennedy, John Lennon, elvis...), et qui a mené une vie vraiment incroyable...On ne sent pas la longueur du film et on ne s'ennuie jamais car l'histoire est vraiment variée et les personnages secondaires sont tous aussi intéressants les uns que les autres, si vous ne l'avez jamais vu (honte à vous!! :p) plongez vous dedans de suite sans vous poser de questions!",Publiée le 21 janvier 2010,"0
        

    

    
    
                    
                            

        
                                                                    
        
        
        
                    
                    
        
        
            0",Suivre son activité,6
"4,0",Un film émouvant avec un Tom Hanks plus qu'attachant.,Publiée le 3 mai 2007,"0
        

    

    
    
                    
                            

        
                                                                    
        
        
        
                    
                    
        
        
            0",Suivre son activité,7
"4,5","Absolument fabuleux, la fin est très touchante. Tom Hanks joue magnifiquement bien, un film à voir et revoir",Publiée le 9 septembre 2010,"0
        

    

    
    
                    
                            

        
                                                                    
        
        
        
                    
                    
        
        
            0",Suivre son activité,8
"5,0",Un très beau film avec pleins d'anecdotes historiques que le héros traverse. Superbe BO et bon Tom Hanks . A voir.,Publiée le 25 mars 2010,"0
        

    

    
    
                    
                            

        
                                                                    
        
        
        
                    
                    
        
        
            0",Suivre son activité,9
"4,0","Beau film, le concept est excellent, très bien traité,bien réaliséTrès belle histoire.Tom Hanks joue bien l'ottiste.
Mais il y a quelques moments un peu à l'américaine(un peu stéréotype)et les 15 dernières minutes sont un peu longues.",Publiée le 7 mars 2008,"0
        

    

    
    
                    
                            

        
                                                                    
        
        
        
                    
                    
        
        
            0",Suivre son activité,10
"3,5","Classique indéniable des années 90, sur lequel j'ai tout de même un avis légèrement mitigé. Le potentiel d'accroche est évident, avec de l'humour, un très bon montage et un excellent Tom Hanks, si bien que même les plus rabats-joie auront difficile à ne pas se prendre au moins un peu au jeu pendant le film. Problème, à force de resservir les mêmes effets (ascension fulgurante dans différents domaines facilitée par la chance, interrogation béate sur le sens des événements, rencontres fortuites des grandes personnalités du 20ème siècle, utilisation dans la bande-son de grands classiques du rock un peu surchauffés), Forrest Gump finit par être, peut-être pas lourd, mais limite. L'ensemble s'avère un peu factice, sans profondeur ; en témoignent les scènes d'émotion, dont on se demande si l'artificialité est intentionnelle. Là où on aurait pu avoir un tableau passionnant des dernières décennies du 20ème siècle à travers le regard touchant d'un handicapé mental, on se retrouve finalement avec une parodie un peu facile et pas très finaude du rêve américain. A voir quand-même.",Publiée le 1 février 2011,"0
        

    

    
    
                    
                            

        
                                                                    
        
        
        
                    
                    
        
        
            0",Suivre son activité,11
"5,0","Forrest Gump est le symbole d'une époque, un candide dans une Amérique qui a perdu son innocence.
Merveilleusement interprété par Tom Hanks, Forrest vit une série d'aventures, de l'état d'handicapé physique à celui de star du football, de héros du Vietnam au roi de la crevette, des honneurs de la Maison Blanche au bonheur d'une grande histoire d'amour.
Son cœur dépasse les limites de son Q.I…",Publiée le 15 mai 2010,"0
        

    

    
    
                    
                            

        
                                                                    
        
        
        
                    
                    
        
        
            0",Suivre son activité,12
"4,5","Formidable interprétation de Tom Hanks (comme toujours) !

Le spectateur en plongé dans les temps forts, durant 30 ans, de l'histoire et de la culture des Etats-unis.
Un homme ""simple d'esprit"" est lui tout seul à la fois acteur ou/et témoin de cet univers.
Dans sa vie, il a tout vu, tout fait, rencontré directement ou indirectement les politiques, acteurs, chanteurs...qui ont marqué l'Amérique.

Tom Hanks est remarquable, touchant et émouvant.

A (re)voir !",Publiée le 10 juin 2013,"0
        

    

    
    
                    
                            

        
                                                                    
        
        
        
                    
                    
        
        
            0",Suivre son activité,13
"5,0","un film a voir et a revoir ! 
Tom hanks joue un rôle difficile mais qu'il fait merveilleusement bien, un grand un acteur !
un grand film surtout, les effets spéciaux sont tres bien reussi surtout le moment ou forrest gump rencontres Kennedy, faire incrusté une personne vivante dans une video d'archive rencontrant une personne morte dans le temps c'était incroyable de voir ce ci 
le scénario est très bien écrit même si il est basé sur un roman !
ce film est tres bien construit car on peut voir a travers forrest gump de grands événements au États Unis ! 
bref ce film est un film culte qui faut voir dans sa vie ! même revoir et a revoir !",Publiée le 11 juillet 2013,"0
        

    

    
    
                    
                            

        
                                                                    
        
        
        
                    
                    
        
        
            0",Suivre son activité,14
"5,0","Formidable. Zemeckis réalise là une ode à la différence. Tom Hanks excelle véritablement. On suit avec un vrai plaisir cette chronique, d'autant que certains passages sont vraiment comiques.Grand film",Publiée le 10 mai 2010,"0
        

    

    
    
                    
                            

        
                                                                    
        
        
        
                    
                    
        
        
            0",Suivre son activité,0
"4,0","Robert Zemeckis signe ici un très beau film avec un Tom Hanks au top de sa forme dans le rôle principal. Forrest Gump mélange avec une aisance déconcertante le tragique au comique grâce à une excellente réalisation. De nombreuses scènes et répliques sont vraiment mémorables: la scène où Forrest se transçande en surmontant son handicap afin d'échapper à se ""bourreaux"", ""la vie c'est comme une boite de chocolats, on ne sait jamais sur quoi on va tomber"". Forest Gump, ainsi que le lieutenant sont particulièrement attachants. Une belle fin est offerte au spectateur. A voir au moins une fois.",Publiée le 8 mai 2008,"0
        

    

    
    
                    
                            

        
                                                                    
        
        
        
                    
                    
        
        
            0",Suivre son activité,1
"5,0","Un scénario astucieux,une technologie avant gardiste (pour l'époque),des acteurs talentueux et un réalisateur inspiré font de ce film une référence absolue pour tous les cinéphiles.
En revisitant l'histoire américaine à travers les yeux d'un handicapé mental,R.Zemeckis prenait un risque considérable et il en fut récompensé.Des millions de spectateurs suivirent la belle et triste histoire de ce jeune homme au destin hors norme avec comme fil rouge son amour d'enfance jouée par la délicieuse R.Wright.Il rencontre tout au long de sa vie des célébrités:E.Presley,J.F.Kennedy,R.Nixon,J.Lennon...Participe au lancement D'apple,rencontre les Black Panther,favorise le rapprochement avec la Chine en jouant au ping-pong,invente le Smiley,fais la guerre du Vietnam...Et nous on se laisse entrainer dans ses aventures teintées d'ironie,parfois cruelles,drôles oû émouvantes mais toujours remplies d'espoir!!!
Car ""La vie,c'est comme une boite de chocolat on ne sait jamais sur quoi on va tomber.""",Publiée le 25 février 2011,"0
        

    

    
    
                    
                            

        
                                                                    
        
        
        
                    
                    
        
        
            0",Suivre son activité,2
"4,5","Un film culte. Je l'ai vu plusieurs fois, et j'aime toujours autant.",Publiée le 5 mai 2010,"0
        

    

    
    
                    
                            

        
                                                                    
        
        
        
                    
                    
        
        
            0",Suivre son activité,3
"5,0",Un des plus beau film existant.,Publiée le 3 novembre 2007,"0
        

    

    
    
                    
                            

        
                                                                    
        
        
        
                    
                    
        
        
            0",Suivre son activité,4
"4,0",Un film très réussi qui à travers le destin d'un seul homme nous montre celui de l’Amérique. Un cours d'histoire véritablement passionnant.,Publiée le 15 juin 2012,"0
        

    

    
    
                    
                            

        
                                                                    
        
        
        
                    
                    
        
        
            0",Suivre son activité,5
"4,0",Un monument du cinema mondial.,Publiée le 1 août 2008,"0
        

    

    
    
                    
                            

        
                                                                    
        
        
        
                    
                    
        
        
            0",Suivre son activité,6
"5,0",Que dire de ce filme il est vraiment génial manifique rien a dire tom hank est vraiment exceptionnel a ne pas manquer.,Publiée le 29 janvier 2010,"0
        

    

    
    
                    
                            

        
                                                                    
        
        
        
                    
                    
        
        
            0",Suivre son activité,7
"5,0","ce film est génial!triste,hilarant,c'est surement le meilleur film avec tom hanks au générique,qui est merveilleux.les références sont légion(macintosh ,smileys,...) mais c'est l'histoire de ce anti héros qui touche.
un chef d'oeuvre!",Publiée le 27 juillet 2011,"0
        

    

    
    
                    
                            

        
                                                                    
        
        
        
                    
                    
        
        
            0",Suivre son activité,8
"5,0","Un chef-d'oeuvre du septième art ! Surrement le meilleur jeu d'acteur que j'ai vu de ma vie, un drame retraçant la vie d'un attardé mental avec charme et élégance, des répliques cultes et une histoire d'amour sans égal, bref, le meilleur film de 1994 !",Publiée le 25 juillet 2013,"0
        

    

    
    
                    
                            

        
                                                                    
        
        
        
                    
                    
        
        
            0",Suivre son activité,9
"4,0","Forrest Gump (Tom Hanks) nous dévoile sa vie incroyable depuis don enfance. Ce film est parfois dramatique, émouvant et drôle, tout y est. Tom Hanks joue à merveille et nous amuse en donnant un côté simplet au personnage de Forrest Gump. On comprend pourquoi il a obtenu l'Oscar du meilleur acteur. Un très beau film !",Publiée le 12 juillet 2010,"0
        

    

    
    
                    
                            

        
                                                                    
        
        
        
                    
                    
        
        
            0",Suivre son activité,10
"5,0",un pure chef d'oeuvre! je chiale et rigole tout le long du film!,Publiée le 19 avril 2010,"0
        

    

    
    
                    
                            

        
                                                                    
        
        
        
                    
                    
        
        
            0",Suivre son activité,11
"5,0","Un chef-d'œuvre. Rien d'autre à dire. Si : une espèce d' histoire de l' Amérique habilement décalée. Vue à travers le cerveau d'un minus habens, elle a l'air encore plus absurde.",Publiée le 9 juin 2020,"0
        

    

    
    
                    
                            

        
                                                                    
        
        
        
                    
                    
        
        
            0",Suivre son activité,12
"5,0","Forrest, un etre simple mais attachant. Une vraie leçon de vie, remplie de poésie, d'émotion et de clins d'oeil. Bien plus qu'un film, Forrest Gump est une leçon.",Publiée le 20 mars 2008,"0
        

    

    
    
                    
                            

        
                                                                    
        
        
        
                    
                    
        
        
            0",Suivre son activité,13
"4,0","Une magnifique histoire assortie d’une rétrospective complète sur l’histoire des États-Unis entre les années 1950 et 1980. Tom Hanks, plus fort que jamais, nous offre une interprétation remarquable de Forrest Gump, ce charmant simplet témoin de la grande Histoire malgré lui. Signé Robert Zemeckis, ce joli film n’a pas fini de surprendre les cinéphiles. Un bijou à découvrir ou redécouvrir !",Publiée le 18 décembre 2018,"0
        

    

    
    
                    
                            

        
                                                                    
        
        
        
                    
                    
        
        
            0",Suivre son activité,0
"5,0","Contrairement à Gran Torino là je suis de l'avis de la majorité : je l'ai vu 4 ou 5 fois et à chaque fois j'aime bien. Extrêmement cinéma (quand il retrouve sa fiancée à Washington lors de la manif, quand elle pense à se suicider), extrêmement américain 
... mais du vrai bon film américain.",Publiée le 25 janvier 2013,"0
        

    

    
    
                    
                            

        
                                                                    
        
        
        
                    
                    
        
        
            0",Suivre son activité,1
"5,0","Forrest Gump ... Ouais ... JUSTE UN CHEF D’ŒUVRE ! un film touchant, magnifique ... Tom Hanks dans un rôle parfait celui de l'homme simple qui a changé l'histoire des Etats-Unis, qui a rencontré les personnes qui ont marqué l'histoire de ce pays 
    spoiler: 
    comme Elvis, les principaux meneurs du mouvement Hippie, et les hommes politique de l'époque   

 à travers les années 60-70 ... Ce film nous fait rêver, un excellent mélange (amour, action...), Forrest à changer l'histoire de son pays malgré sa simplicité d'esprit. Ce film est composé de phrase culte 
    spoiler: 
    (""cours Forrest !"" , ""La vie c'est comme une boîte de chocolat, on sait jamais sur quoi on va tombé"", ""N'est stupide que la stupidité"")  

. Le thème de ce film rend l'histoire plus émouvante, elle peut aussi nous donner une impression d'envole comme vole la vie de Forrest à la manière d'une plume dans le ciel ...  Ce chef d'oeuvre permet d'en apprendre plus sur l'histoire des Etats-Unis.

""La vie c'est comme une boîte de chocolat, on sait jamais sur quoi on va tomber"", là on est tombé sur le meilleur des chocolats, un chef d'oeuvre du cinéma ...",Publiée le 2 mai 2014,"1
        

    

    
    
                    
                            

        
                                                                    
        
        
        
                    
                    
        
        
            0",Suivre son activité,2
"5,0","Un film bouleversant et malgré tout original, même si il correspond bien aux grands carcans du cinéma américain. On peut le classer comme un classique du genre.",Publiée le 1 novembre 2009,"0
        

    

    
    
                    
                            

        
                                                                    
        
        
        
                    
                    
        
        
            0",Suivre son activité,3
"5,0","EXCELLENT! C'est le mot pour décrire ce film, je ne vais pas m'attarder à écrire beaucoup de lignes, c'est pour cette raison que ma critique ne sera constituée que d'adjectifs positifs; Émouvant, passionnant, incroyable, inégalé, bref, ce film est un véritable chef-d'oeuvre et, son DVD (ou blu-ray ou VHS) devrait être conservé dans un musée pour qu'on puisse tous le contempler et nous remémorer les scènes incroyablement tristes, drôles ou symbolique de ce fantastique chef-d'oeuvre.",Publiée le 26 mars 2012,"0
        

    

    
    
                    
                            

        
                                                                    
        
        
        
                    
                    
        
        
            0",Suivre son activité,4
"3,0","Le film n'est pas mauvais mais ce que je ne comprends pas vraiment, c'est le fait qu'il soit considéré par certains comme un chef d'oeuvre.
C'est peut-être le fait que je m'attendais à un chef d'oeuvre qui a fait que j'ai été déçu...",Publiée le 7 mai 2014,"0
        

    

    
    
                    
                            

        
                                                                    
        
        
        
                    
                    
        
        
            0",Suivre son activité,5
"5,0","un film magnifique et réellement touchant , qui a travers les yeux naïfs, drôles et tellement attachants de forrest gump, magistralement interprété par un tom hanks au sommet de son art, conduit une critique acerbe des Etats Unis des années 70 embourbée dans la guerre du vietnam. bref un film rare qui se revoit à l'infini où l'on ressort bouleversé et heureux, qui plus est animé d'une bande son originale de tubes de l'époque.la seule déception que je peut trouver concerne le personnage trop ambigu à mes yeux de jenny, pourtant très bien interprétée par robin wright.",Publiée le 19 août 2008,"0
        

    

    
    
                    
                            

        
                                                                    
        
        
        
                    
                    
        
        
            0",Suivre son activité,6
"4,0","Le film américain typique pour faire rêver, à grand renfort de belles images, de belles musiques, de bons sentiments... Mais qu'est-ce que ça marche avec Forrest Gump! Certains y verront des messages politiques et idéologiques (un ou deux messages douteux il est vrai), je me contenterait d'y voir un destin hors-norme, une histoire, un monde et des situations vues à travers l'oeil innocent d'un type ""un peu lent"".",Publiée le 16 juillet 2010,"0
        

    

    
    
                    
                            

        
                                                                    
        
        
        
                    
                    
        
        
            0",Suivre son activité,7
"5,0",Un chef d'oeuvre cultissime avec un Tom Hanks éblouissant.,Publiée le 23 avril 2009,"0
        

    

    
    
                    
                            

        
                                                                    
        
        
        
                    
                    
        
        
            0",Suivre son activité,8
"4,0",Un super film à voir absolument . cela raconte l'histoire d'un homme sensible et amoureux à travers des événement du passé . Tom Hanks joue très bien et Zemeckis a su en faire un film culte,Publiée le 20 avril 2020,"1
        

    

    
    
                    
                            

        
                                                                    
        
        
        
                    
                    
        
        
            0",Suivre son activité,9
"5,0","En résumé : simple, émouvant, attendrissant .... Un chef d'oeuvre !",Publiée le 9 juin 2013,"1
        

    

    
    
                    
                            

        
                                                                    
        
        
        
                    
                    
        
        
            0",Suivre son activité,10
"5,0","«La vie, c'est comme une boîte de chocolat : on ne sait jamais sur quoi on va tomber.» 
Avant de regarder ce film on ne sait pas sur quoi on va tomber et après l'avoir vu on se rend compte qu'on est tombé sur un superbe film. Comme toujours Tom Hanks est parfait dans son rôle. Je vous conseille vivement ce film, on ne peut qu'aimer!",Publiée le 25 mars 2009,"1
        

    

    
    
                    
                            

        
                                                                    
        
        
        
                    
                    
        
        
            0",Suivre son activité,11
"5,0","Un film magnifique et culte, qui nous fait voyager dans l'histoire américaine à travers les yeux du personnage peu commun qu'est Forrest Gump. Émouvant, poignant, bouleversant, voilà un film entre rire et larmes qui ne laissera personne indifférent et dont on sort avec le sourire. Tom Hanks signe ici une interprétation fabuleuse et on passe devant ce film un moment inoubliable.",Publiée le 2 avril 2013,"1
        

    

    
    
                    
                            

        
                                                                    
        
        
        
                    
                    
        
        
            0",Suivre son activité,12
"4,0","On oubli souvent que la naïveté et l'ignorance changent bien des choses. C'est le message que ce film nous fait passer, avec beaucoup de tendresse et d'amour. Une grande histoire de la vie avec des acteurs formidables que Zemeckis illustre subtilement. Un chef-d’œuvre qui ne s'oubli pas.",Publiée le 11 novembre 2010,"0
        

    

    
    
                    
                            

        
                                                                    
        
        
        
                    
                    
        
        
            0",Suivre son activité,13
"5,0","Un très grand film à la fois touchant, émouvant et drôle. Tom Hanks est excellent et l'histoire bien pensée, nous fait traversée et découvrir avec brio les réussites et les fiascos de l'histoire des Etats-Unis. Les bon sentiments pleuvent et comme quoi la vie c'est quelque chose de merveilleux. Un chef-d'oeuvre.",Publiée le 9 avril 2008,"0
        

    

    
    
                    
                            

        
                                                                    
        
        
        
                    
                    
        
        
            0",Suivre son activité,14
"4,5","Une fable somptueuse à l'interprétation magistrale, ""Forrest Gump"" demeure un chef d'œuvre.",Publiée le 10 février 2012,"0
        

    

    
    
                    
                            

        
                                                                    
        
        
        
                    
                    
        
        
            0",Suivre son activité,0
"5,0","""Heureux les simples d'esprits, le royaume des cieux leur appartient"" disait un critique à propos de ce film. En effet, ""Forrest gump"" est bien une parabole (vu les invraisemblances du scénario) qui exalte, non sans critiquer les dérives, les valeurs américaines (patriotisme, réussite, famille).Forrest est une sorte ""d'anti-héros"" héroique qui, après son odyssée, aura droit lui-aussi au bonheur.
Zemeckis réussit une fresque populaire et ample reposant sur l'immense Tom Hanks.",Publiée le 29 septembre 2006,"0
        

    

    
    
                    
                            

        
                                                                    
        
        
        
                    
                    
        
        
            0",Suivre son activité,1
"4,5","Robert Zemeckis signe ici un très beau film avec un Tom Hanks au top de sa forme dans le rôle principal. Forrest Gump mélange avec une aisance déconcertante le tragique au comique grâce à une excellente réalisation. De nombreuses scènes et répliques sont vraiment mémorables: la scène où Forrest se transçande en surmontant son handicap afin d'échapper à se ""bourreaux"", ""la vie c'est comme une boite de chocolats, on ne sait jamais sur quoi on va tomber"". Forest Gump, ainsi que le lieutenant sont particulièrement attachants. Une belle fin est offerte au spectateur. A voir au moins une fois.",Publiée le 10 février 2011,"0
        

    

    
    
                    
                            

        
                                                                    
        
        
        
                    
                    
        
        
            2",Suivre son activité,2
"5,0","Du grand Tom Hanks. Un film qui m'a particulièrement marqué petit, a voir et a revoir !!!",Publiée le 15 janvier 2013,"0
        

    

    
    
                    
                            

        
                                                                    
        
        
        
                    
                    
        
        
            0",Suivre son activité,3
"5,0","Un véritable chef d'oeuvre, on ne se lasse pas de le voir et le revoir. Emouvant, parfois drôle. Tom Hanks prouve une fois de plus qu'il est un grand acteur.",Publiée le 27 mai 2020,"0
        

    

    
    
                    
                            

        
                                                                    
        
        
        
                    
                    
        
        
            1",Suivre son activité,4
"5,0","un des meilleurs films que j'ai vu dans ma vie, une palette d'émotions et un Tom Hanks au sommet.",Publiée le 28 octobre 2015,"0
        

    

    
    
                    
                            

        
                                                                    
        
        
        
                    
                    
        
        
            0",Suivre son activité,5
"5,0","Magnifique, une belle histoire, un bon scénario, bref un classique à voir : 5/5",Publiée le 3 septembre 2015,"0
        

    

    
    
                    
                            

        
                                                                    
        
        
        
                    
                    
        
        
            0",Suivre son activité,6
"5,0","On découvre l'histoire de l'amérique par le biais de Forrest Gump..
Etant petit, ce film m'a marqué à vie, m'a ému aux larmes comme aucun autre, bien sûr en grandissant on est moins touché, mais je retiens toujours la merveilleuse Robin wright penn fragile, belle et attachante, Tom hanks est génial et touchant, et surtout Gary Sinise absolument parfait..
Un très grand film archi varié, sans temps mort, et totalement attachant qui ne sombre jamais dans le pathos",Publiée le 29 septembre 2006,"0
        

    

    
    
                    
                            

        
                                                                    
        
        
        
                    
                    
        
        
            0",Suivre son activité,7
